GeneID,padj,pvalue,stat,baseMean,Gene Symbol,Description
105376483,5.60E-02,1.40E-02,8.53884,12.11,LOC105376483,uncharacterized LOC105376483
256949,5.60E-02,1.40E-02,8.536977,574.3,KANK3,KN motif and ankyrin repeat domains 3
107985747,5.61E-02,1.40E-02,8.533109,24.08,LOC107985747,uncharacterized LOC107985747
22930,5.61E-02,1.40E-02,8.533208,4020.57,RAB3GAP1,RAB3 GTPase activating protein catalytic subunit 1
10166,5.62E-02,1.40E-02,8.53069,779.14,SLC25A15,solute carrier family 25 member 15
107986700,5.62E-02,1.41E-02,8.530255,169.27,PRR15-DT,PRR15 divergent transcript
54566,5.62E-02,1.41E-02,8.527726,4039.59,EPB41L4B,erythrocyte membrane protein band 4.1 like 4B
375190,5.63E-02,1.41E-02,8.524867,591.2,FAM228B,family with sequence similarity 228 member B
64431,5.63E-02,1.41E-02,8.52512,968.4,ACTR6,actin related protein 6
339366,5.63E-02,1.41E-02,8.524952,330.62,ADAMTSL5,ADAMTS like 5
101930094,5.63E-02,1.41E-02,8.52414,10.47,RSPH1-DT,RSPH1 divergent transcript
112267973,5.63E-02,1.41E-02,8.522743,15.3,LOC112267973,replaced by ID 387357
51552,5.63E-02,1.41E-02,8.522465,5265.54,RAB14,"RAB14, member RAS oncogene family"
101927911,5.63E-02,1.41E-02,8.521017,70.34,LOC101927911,uncharacterized LOC101927911
5987,5.64E-02,1.41E-02,8.519283,2342.17,TRIM27,tripartite motif containing 27
9990,5.64E-02,1.41E-02,8.51894,2918.66,SLC12A6,solute carrier family 12 member 6
114880,5.64E-02,1.41E-02,8.517083,261.81,OSBPL6,oxysterol binding protein like 6
10057,5.64E-02,1.41E-02,8.51723,3003.85,ABCC5,ATP binding cassette subfamily C member 5
23580,5.64E-02,1.41E-02,8.517095,4518.78,CDC42EP4,CDC42 effector protein 4
107987256,5.64E-02,1.41E-02,8.516978,17.63,LOC107987256,
8715,5.64E-02,1.41E-02,8.518292,26.51,NOL4,nucleolar protein 4
9783,5.64E-02,1.42E-02,8.515073,1025.19,RIMS3,regulating synaptic membrane exocytosis 3
10269,5.65E-02,1.42E-02,8.511903,3117.82,ZMPSTE24,zinc metallopeptidase STE24
200810,5.65E-02,1.42E-02,8.511469,57.74,ALG1L1P,"ALG1 like 1, pseudogene"
677763,5.65E-02,1.42E-02,8.51111,8.92,SCARNA21,small Cajal body-specific RNA 21
80063,5.66E-02,1.42E-02,8.509874,533.98,ATF7IP2,activating transcription factor 7 interacting protein 2
107984932,5.66E-02,1.42E-02,8.50799,8.3,LOC107984932,
85478,5.68E-02,1.43E-02,8.501355,82.27,CCDC65,coiled-coil domain containing 65
8804,5.68E-02,1.43E-02,8.500979,5674.92,CREG1,cellular repressor of E1A stimulated genes 1
116840,5.68E-02,1.43E-02,8.500166,2037.45,CNTROB,"centrobin, centriole duplication and spindle assembly protein"
54842,5.69E-02,1.43E-02,8.496692,3259.54,MFSD6,major facilitator superfamily domain containing 6
107985211,5.69E-02,1.43E-02,8.495997,21.88,LOC107985211,uncharacterized LOC107985211
107984442,5.70E-02,1.43E-02,8.492563,19.63,LOC107984442,
400258,5.70E-02,1.43E-02,8.492724,27.15,C14orf180,chromosome 14 open reading frame 180
22976,5.70E-02,1.43E-02,8.490539,893.96,PAXIP1,PAX interacting protein 1
90459,5.70E-02,1.43E-02,8.490833,796.27,ERI1,exoribonuclease 1
54742,5.70E-02,1.43E-02,8.488935,24.9,LY6K,lymphocyte antigen 6 family member K
400027,5.71E-02,1.44E-02,8.486279,791.44,LINC00938,long intergenic non-protein coding RNA 938
11248,5.71E-02,1.44E-02,8.484611,870.62,NXPH3,neurexophilin 3
283130,5.72E-02,1.44E-02,8.483297,903.13,SLC25A45,solute carrier family 25 member 45
54682,5.72E-02,1.44E-02,8.482009,2344.61,MANSC1,MANSC domain containing 1
51735,5.72E-02,1.44E-02,8.481544,1159.13,RAPGEF6,Rap guanine nucleotide exchange factor 6
7786,5.72E-02,1.44E-02,8.48104,2214.16,MAP3K12,mitogen-activated protein kinase kinase kinase 12
79177,5.72E-02,1.44E-02,8.480449,484.95,ZNF576,zinc finger protein 576
284349,5.72E-02,1.44E-02,8.480385,637.04,ZNF283,zinc finger protein 283
32,5.72E-02,1.44E-02,8.479326,8223.49,ACACB,acetyl-CoA carboxylase beta
55582,5.73E-02,1.44E-02,8.477822,329.56,KIF27,kinesin family member 27
112268006,5.73E-02,1.44E-02,8.475438,248.1,LOC112268006,
85477,5.73E-02,1.44E-02,8.474644,2824.98,SCIN,scinderin
106635533,5.73E-02,1.45E-02,8.473905,593.33,SNORA103,"small nucleolar RNA, H/ACA box 103"
101928095,5.74E-02,1.45E-02,8.472474,33.94,LOC101928095,uncharacterized LOC101928095
341880,5.74E-02,1.45E-02,8.47273,7.3,SLC35F4,solute carrier family 35 member F4
6938,5.74E-02,1.45E-02,8.472762,4102.84,TCF12,transcription factor 12
84289,5.75E-02,1.45E-02,8.467586,2295.4,ING5,inhibitor of growth family member 5
400946,5.75E-02,1.45E-02,8.465299,86.71,LINC00954,long intergenic non-protein coding RNA 954
643327,5.76E-02,1.45E-02,8.464046,65.05,LOC643327,uncharacterized LOC643327
23142,5.76E-02,1.45E-02,8.46298,2144.7,DCUN1D4,defective in cullin neddylation 1 domain containing 4
128553,5.76E-02,1.45E-02,8.462815,1056.32,TSHZ2,teashirt zinc finger homeobox 2
5095,5.76E-02,1.45E-02,8.462472,2462.71,PCCA,propionyl-CoA carboxylase subunit alpha
221883,5.78E-02,1.46E-02,8.45574,703.89,HOXA11-AS,HOXA11 antisense RNA
399948,5.78E-02,1.46E-02,8.456133,576.69,COLCA1,colorectal cancer associated 1
284266,5.78E-02,1.46E-02,8.456014,37.41,SIGLEC15,sialic acid binding Ig like lectin 15
126792,5.78E-02,1.46E-02,8.45353,548.25,B3GALT6,"beta-1,3-galactosyltransferase 6"
55958,5.79E-02,1.46E-02,8.45156,2289.33,KLHL9,kelch like family member 9
79725,5.79E-02,1.46E-02,8.448792,239.31,THAP9,THAP domain containing 9
4509,5.79E-02,1.46E-02,8.448004,95717.17,ATP8,ATP synthase F0 subunit 8
79165,5.81E-02,1.47E-02,8.443659,510.62,LENG1,leukocyte receptor cluster member 1
105377730,5.81E-02,1.47E-02,8.442859,35.44,LOC105377730,uncharacterized LOC105377730
11138,5.81E-02,1.47E-02,8.442081,1498.47,TBC1D8,TBC1 domain family member 8
285761,5.81E-02,1.47E-02,8.441251,1073.54,DCBLD1,"discoidin, CUB and LCCL domain containing 1"
51164,5.82E-02,1.47E-02,8.438387,2986.73,DCTN4,dynactin subunit 4
22931,5.82E-02,1.47E-02,8.438378,3603.02,RAB18,"RAB18, member RAS oncogene family"
5518,5.82E-02,1.47E-02,8.437001,9546.88,PPP2R1A,protein phosphatase 2 scaffold subunit Aalpha
5437,5.82E-02,1.47E-02,8.436583,2237.22,POLR2H,"RNA polymerase II, I and III subunit H"
400499,5.82E-02,1.47E-02,8.435559,170.33,LOC400499,putative uncharacterized protein LOC400499
51204,5.82E-02,1.47E-02,8.434547,806.92,TACO1,translational activator of cytochrome c oxidase I
728,5.83E-02,1.47E-02,8.433444,1506.19,C5AR1,complement C5a receptor 1
256764,5.83E-02,1.48E-02,8.432641,91.23,WDR72,WD repeat domain 72
1434,5.83E-02,1.48E-02,8.432425,3347.8,CSE1L,chromosome segregation 1 like
9379,5.84E-02,1.48E-02,8.428916,936.48,NRXN2,neurexin 2
105370524,5.84E-02,1.48E-02,8.428729,40.39,PCNX4-DT,PCNX4 divergent transcript
2475,5.84E-02,1.48E-02,8.428228,3895.47,MTOR,mechanistic target of rapamycin kinase
168667,5.84E-02,1.48E-02,8.426332,264.1,BMPER,BMP binding endothelial regulator
105372483,5.84E-02,1.48E-02,8.426305,31.42,ZNF497-AS1,ZNF497 antisense RNA 1
3859,5.85E-02,1.48E-02,8.42354,70.8,KRT12,keratin 12
102723342,5.85E-02,1.48E-02,8.422366,1409.97,LOC102723342,uncharacterized LOC102723342
9215,5.86E-02,1.49E-02,8.418524,2640.63,LARGE1,LARGE xylosyl- and glucuronyltransferase 1
762,5.87E-02,1.49E-02,8.415449,3938.57,CA4,carbonic anhydrase 4
54868,5.87E-02,1.49E-02,8.414641,820.13,TMEM104,transmembrane protein 104
101927009,5.87E-02,1.49E-02,8.412977,50.54,LINC02177,long intergenic non-protein coding RNA 2177
1325,5.87E-02,1.49E-02,8.412353,22.29,CORT,cortistatin
117247,5.88E-02,1.49E-02,8.411258,284.16,SLC16A10,solute carrier family 16 member 10
107985367,5.89E-02,1.49E-02,8.407204,196.12,LOC107985367,
57592,5.89E-02,1.49E-02,8.40665,1766.34,ZNF687,zinc finger protein 687
28810,5.89E-02,1.49E-02,8.406414,1857.68,IGLV2-34,immunoglobulin lambda variable 2-34 (pseudogene)
100505854,5.89E-02,1.50E-02,8.405634,547.92,APTR,Alu-mediated CDKN1A/p21 transcriptional regulator
51382,5.89E-02,1.50E-02,8.403667,2533.55,ATP6V1D,ATPase H+ transporting V1 subunit D
2295,5.90E-02,1.50E-02,8.400663,1963.84,FOXF2,forkhead box F2
6470,5.90E-02,1.50E-02,8.40049,1519.85,SHMT1,serine hydroxymethyltransferase 1
22878,5.90E-02,1.50E-02,8.400796,2768.08,TRAPPC8,trafficking protein particle complex subunit 8
105373429,5.90E-02,1.50E-02,8.399863,21.6,LOC105373429,uncharacterized LOC105373429
112268279,5.91E-02,1.50E-02,8.39668,6.68,LOC112268279,
5422,5.91E-02,1.50E-02,8.394856,982.67,POLA1,"DNA polymerase alpha 1, catalytic subunit"
5618,5.93E-02,1.51E-02,8.390311,786.24,PRLR,prolactin receptor
400512,5.93E-02,1.51E-02,8.388247,25.47,NSMCE1-DT,NSMCE1 divergent transcript
7696,5.93E-02,1.51E-02,8.388277,278.38,ZNF137P,"zinc finger protein 137, pseudogene"
27037,5.93E-02,1.51E-02,8.388649,1505.75,TRMT2A,tRNA methyltransferase 2 homolog A
9636,5.94E-02,1.51E-02,8.384906,898.38,ISG15,ISG15 ubiquitin like modifier
201895,5.94E-02,1.51E-02,8.383681,5181.77,SMIM14,small integral membrane protein 14
440829,5.94E-02,1.51E-02,8.383397,1055.33,SHISA8,shisa family member 8
105374412,5.94E-02,1.51E-02,8.382541,186.79,LOC105374412,replaced by ID 105374413
7126,5.94E-02,1.51E-02,8.382054,2452.23,TNFAIP1,TNF alpha induced protein 1
105373195,5.95E-02,1.51E-02,8.380092,426.74,LOC105373195,uncharacterized LOC105373195
104326189,5.95E-02,1.52E-02,8.378427,8.58,LMO7DN-IT1,LMO7DN intronic transcript 1
105376023,5.95E-02,1.52E-02,8.377426,14.66,LOC105376023,uncharacterized LOC105376023
728730,5.95E-02,1.52E-02,8.376644,279.26,MAP4K3-DT,MAP4K3 divergent transcript
23654,5.96E-02,1.52E-02,8.375997,13261.06,PLXNB2,plexin B2
9351,5.96E-02,1.52E-02,8.37469,2351.65,NHERF2,NHERF family PDZ scaffold protein 2
23155,5.96E-02,1.52E-02,8.373946,2055.75,CLCC1,chloride channel CLIC like 1
9497,5.96E-02,1.52E-02,8.371769,2115.05,SLC4A7,solute carrier family 4 member 7
54467,5.96E-02,1.52E-02,8.372364,2549.64,ANKIB1,ankyrin repeat and IBR domain containing 1
1910,5.96E-02,1.52E-02,8.372144,1780.72,EDNRB,endothelin receptor type B
102724653,5.96E-02,1.52E-02,8.37206,40.74,LOC102724653,uncharacterized LOC102724653
114625,5.97E-02,1.52E-02,8.368684,1007.72,ERMAP,erythroblast membrane associated protein (Scianna blood group)
57231,5.97E-02,1.52E-02,8.368459,2934.15,SNX14,sorting nexin 14
54715,5.97E-02,1.52E-02,8.369379,54.14,RBFOX1,RNA binding fox-1 homolog 1
388559,5.97E-02,1.52E-02,8.369086,703.04,ZNF888,zinc finger protein 888
7164,5.97E-02,1.53E-02,8.366132,912.3,TPD52L1,TPD52 like 1
107986847,5.98E-02,1.53E-02,8.365048,259.42,LOC107986847,uncharacterized LOC107986847
105374880,5.98E-02,1.53E-02,8.362928,53.81,FOXF2-DT,FOXF2 divergent transcript
28465,5.98E-02,1.53E-02,8.362666,1512.4,IGHV1-46,immunoglobulin heavy variable 1-46
6990,5.98E-02,1.53E-02,8.362353,1514.71,DYNLT3,dynein light chain Tctex-type 3
683,5.98E-02,1.53E-02,8.361619,565.35,BST1,bone marrow stromal cell antigen 1
28977,5.99E-02,1.53E-02,8.357646,2357.95,MRPL42,mitochondrial ribosomal protein L42
154661,6.00E-02,1.53E-02,8.356488,253.87,RUNDC3B,RUN domain containing 3B
1591,6.01E-02,1.54E-02,8.351778,12.06,CYP24A1,cytochrome P450 family 24 subfamily A member 1
7678,6.01E-02,1.54E-02,8.350438,362.05,ZNF124,zinc finger protein 124
100526760,6.02E-02,1.54E-02,8.348558,1237.19,ABHD14A-ACY1,ABHD14A-ACY1 readthrough
51106,6.02E-02,1.54E-02,8.345828,751.34,TFB1M,"transcription factor B1, mitochondrial"
220032,6.03E-02,1.54E-02,8.343795,22.13,GDPD4,glycerophosphodiester phosphodiesterase domain containing 4
29079,6.03E-02,1.54E-02,8.34245,1819.21,MED4,mediator complex subunit 4
100130015,6.04E-02,1.55E-02,8.339624,256.57,URAHP,"urate (hydroxyiso-) hydrolase, pseudogene"
4121,6.04E-02,1.55E-02,8.338493,6088.49,MAN1A1,mannosidase alpha class 1A member 1
100128055,6.05E-02,1.55E-02,8.335771,152.28,SMARCA5-AS1,SMARCA5 antisense RNA 1
29968,6.06E-02,1.55E-02,8.331551,511.34,PSAT1,phosphoserine aminotransferase 1
5967,6.06E-02,1.55E-02,8.330187,59849.08,REG1A,regenerating family member 1 alpha
63924,6.06E-02,1.55E-02,8.330476,616.76,CIDEC,cell death inducing DFFA like effector c
100216546,6.06E-02,1.55E-02,8.33084,1140.7,LINC01004,long intergenic non-protein coding RNA 1004
84988,6.06E-02,1.55E-02,8.330659,2255.12,PPP1R16A,protein phosphatase 1 regulatory subunit 16A
10194,6.06E-02,1.55E-02,8.329484,2813.13,TSHZ1,teashirt zinc finger homeobox 1
8512,6.06E-02,1.55E-02,8.32895,47.14,MBL1P,"mannose binding lectin 1, pseudogene"
5083,6.07E-02,1.55E-02,8.327863,23.69,PAX9,paired box 9
3141,6.07E-02,1.56E-02,8.327344,1009.55,HLCS,holocarboxylase synthetase
80143,6.08E-02,1.56E-02,8.323155,1625.99,SIKE1,suppressor of IKBKE 1
10517,6.08E-02,1.56E-02,8.322333,13.63,FBXW10,F-box and WD repeat domain containing 10
6654,6.08E-02,1.56E-02,8.321888,3608.29,SOS1,SOS Ras/Rac guanine nucleotide exchange factor 1
6426,6.09E-02,1.56E-02,8.319082,11051.47,SRSF1,serine and arginine rich splicing factor 1
100529240,6.09E-02,1.56E-02,8.31924,242.47,ZNF816-ZNF321P,ZNF816-ZNF321P readthrough
100507091,6.09E-02,1.56E-02,8.318122,12.29,PITPNM2-AS1,PITPNM2 antisense RNA 1
84954,6.09E-02,1.56E-02,8.318189,1154.07,MPND,MPN domain containing
4670,6.09E-02,1.56E-02,8.317911,7770.19,HNRNPM,heterogeneous nuclear ribonucleoprotein M
51206,6.09E-02,1.56E-02,8.317507,25.9,GP6,glycoprotein VI platelet
105378824,6.09E-02,1.56E-02,8.316208,9.65,LINC02795,long intergenic non-protein coding RNA 2795
10171,6.09E-02,1.56E-02,8.316067,541.92,RCL1,RNA terminal phosphate cyclase like 1
51043,6.09E-02,1.56E-02,8.314919,6108.67,ZBTB7B,zinc finger and BTB domain containing 7B
101927151,6.09E-02,1.56E-02,8.314615,164.39,LINC02987,long intergenic non-protein coding RNA 2987
26012,6.10E-02,1.57E-02,8.312947,2802.15,NSMF,NMDA receptor synaptonuclear signaling and neuronal migration factor
107985254,6.11E-02,1.57E-02,8.308421,10.54,LINC01735,long intergenic non-protein coding RNA 1735
100302283,6.12E-02,1.57E-02,8.30324,10.94,MIR1227,microRNA 1227
401022,6.13E-02,1.57E-02,8.302497,1207.87,HAGLR,HOXD antisense growth-associated long non-coding RNA
728833,6.13E-02,1.58E-02,8.301286,100.74,FAM72D,family with sequence similarity 72 member D
100500820,6.13E-02,1.58E-02,8.301716,200.23,MIR3655,microRNA 3655
105377989,6.13E-02,1.58E-02,8.301109,7.56,LOC105377989,uncharacterized LOC105377989
26048,6.13E-02,1.57E-02,8.301881,1070.32,ZNF500,zinc finger protein 500
401548,6.13E-02,1.58E-02,8.300753,1870.97,SNX30,sorting nexin family member 30
84519,6.13E-02,1.58E-02,8.299606,191.79,ACRBP,acrosin binding protein
57282,6.13E-02,1.58E-02,8.299128,189.1,SLC4A10,solute carrier family 4 member 10
107987295,6.13E-02,1.58E-02,8.298663,189.21,LINC02246,long intergenic non-protein coding RNA 2246
29109,6.13E-02,1.58E-02,8.297625,1517.99,FHOD1,formin homology 2 domain containing 1
650368,6.13E-02,1.58E-02,8.297288,106.26,TSSC2,tumor suppressing subtransferable candidate 2 (pseudogene)
220979,6.14E-02,1.58E-02,8.295165,463.03,ZNF22-AS1,ZNF22 antisense RNA 1
23174,6.14E-02,1.58E-02,8.294403,2874.94,ZCCHC14,zinc finger CCHC-type containing 14
780,6.15E-02,1.58E-02,8.289671,6731.18,DDR1,discoidin domain receptor tyrosine kinase 1
9334,6.15E-02,1.58E-02,8.289928,4898.61,B4GALT5,"beta-1,4-galactosyltransferase 5"
151230,6.15E-02,1.59E-02,8.288305,1084.03,KLHL23,kelch like family member 23
107984861,6.15E-02,1.59E-02,8.287744,69.49,LOC107984861,
4051,6.15E-02,1.59E-02,8.287673,733.24,CYP4F3,cytochrome P450 family 4 subfamily F member 3
28,6.15E-02,1.59E-02,8.287335,3519.35,ABO,"ABO, alpha 1-3-N-acetylgalactosaminyltransferase and alpha 1-3-galactosyltransferase"
142678,6.16E-02,1.59E-02,8.284621,3344.84,MIB2,MIB E3 ubiquitin protein ligase 2
101929736,6.16E-02,1.59E-02,8.283562,52.53,LINC01372,long intergenic non-protein coding RNA 1372
80331,6.16E-02,1.59E-02,8.283433,4554.7,DNAJC5,DnaJ heat shock protein family (Hsp40) member C5
8789,6.16E-02,1.59E-02,8.282892,17.4,FBP2,fructose-bisphosphatase 2
101929444,6.16E-02,1.59E-02,8.282068,121.18,LOC101929444,uncharacterized LOC101929444
83694,6.16E-02,1.59E-02,8.282338,479.51,RPS6KL1,ribosomal protein S6 kinase like 1
112268259,6.17E-02,1.59E-02,8.278491,411.05,LOC112268259,
515,6.17E-02,1.59E-02,8.277905,9105.6,ATP5PB,ATP synthase peripheral stalk-membrane subunit b
101928445,6.17E-02,1.59E-02,8.277218,423.8,RUFY1-AS1,RUFY1 antisense RNA 1
102723340,6.17E-02,1.59E-02,8.277244,447.81,LOC102723340,uncharacterized LOC102723340
6874,6.18E-02,1.60E-02,8.276006,1090.63,TAF4,TATA-box binding protein associated factor 4
25825,6.18E-02,1.60E-02,8.276014,4086.13,BACE2,beta-secretase 2
55870,6.18E-02,1.60E-02,8.273128,4698.46,ASH1L,ASH1 like histone lysine methyltransferase
55101,6.19E-02,1.60E-02,8.272278,1895.44,DMAC2,distal membrane arm assembly component 2
23498,6.19E-02,1.60E-02,8.27084,986.8,HAAO,"3-hydroxyanthranilate 3,4-dioxygenase"
100189253,6.19E-02,1.60E-02,8.27105,7.57,TRY-ATA1-1,tRNA-Tyr (anticodon ATA) 1-1
116984,6.19E-02,1.60E-02,8.271238,1244.95,ARAP2,"ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 2"
133923,6.19E-02,1.60E-02,8.270249,17.35,ZNF474,zinc finger protein 474
3283,6.20E-02,1.60E-02,8.267272,52.22,HSD3B1,"hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 1"
220930,6.20E-02,1.60E-02,8.266281,201.12,ZEB1-AS1,ZEB1 antisense RNA 1
23248,6.21E-02,1.61E-02,8.263739,3242.61,RPRD2,regulation of nuclear pre-mRNA domain containing 2
730013,6.21E-02,1.61E-02,8.26348,106.45,ABCC6P2,ATP binding cassette subfamily C member 6 pseudogene 2
8548,6.21E-02,1.61E-02,8.262937,1185.57,BLZF1,basic leucine zipper nuclear factor 1
105379882,6.21E-02,1.61E-02,8.26193,14,LOC105379882,uncharacterized LOC105379882
644068,6.22E-02,1.61E-02,8.257667,97.77,RPS14P3,ribosomal protein S14 pseudogene 3
146894,6.22E-02,1.61E-02,8.257947,200.32,CD300LG,CD300 molecule like family member g
94134,6.22E-02,1.61E-02,8.255936,2682.31,ARHGAP12,Rho GTPase activating protein 12
100129484,6.23E-02,1.61E-02,8.254885,50.04,LINC02983,long intergenic non-protein coding RNA 2983
5565,6.23E-02,1.61E-02,8.253825,3354.41,PRKAB2,protein kinase AMP-activated non-catalytic subunit beta 2
56776,6.23E-02,1.61E-02,8.253435,419.37,FMN2,formin 2
81890,6.23E-02,1.62E-02,8.251404,1849.51,QTRT1,queuine tRNA-ribosyltransferase catalytic subunit 1
953,6.24E-02,1.62E-02,8.249327,4370.78,ENTPD1,ectonucleoside triphosphate diphosphohydrolase 1
285441,6.25E-02,1.62E-02,8.24567,9.04,F11-AS1,F11 antisense RNA 1
2900,6.25E-02,1.62E-02,8.245231,31.81,GRIK4,glutamate ionotropic receptor kainate type subunit 4
81855,6.26E-02,1.62E-02,8.242385,3369.85,SFXN3,sideroflexin 3
105374291,6.26E-02,1.62E-02,8.241977,17.7,LOC105374291,uncharacterized LOC105374291
105374812,6.26E-02,1.62E-02,8.240015,26.76,LOC105374812,replaced by ID 105374811
114134,6.26E-02,1.62E-02,8.239377,1270.87,SLC2A13,solute carrier family 2 member 13
51455,6.27E-02,1.63E-02,8.238785,2523.5,REV1,REV1 DNA directed polymerase
105374588,6.27E-02,1.63E-02,8.236187,43.21,LOC105374588,uncharacterized LOC105374588
54964,6.28E-02,1.63E-02,8.234308,513.3,C1orf56,chromosome 1 open reading frame 56
83478,6.28E-02,1.63E-02,8.234548,951.78,ARHGAP24,Rho GTPase activating protein 24
7273,6.28E-02,1.63E-02,8.233593,1407.96,TTN,titin
1528,6.28E-02,1.63E-02,8.233056,3746.34,CYB5A,cytochrome b5 type A
8148,6.28E-02,1.63E-02,8.231058,5719.54,TAF15,TATA-box binding protein associated factor 15
11015,6.28E-02,1.63E-02,8.23122,1464.15,KDELR3,KDEL endoplasmic reticulum protein retention receptor 3
64854,6.28E-02,1.63E-02,8.230342,774.5,USP46,ubiquitin specific peptidase 46
3045,6.28E-02,1.63E-02,8.230616,89.28,HBD,hemoglobin subunit delta
900,6.29E-02,1.63E-02,8.228994,5341.39,CCNG1,cyclin G1
2744,6.29E-02,1.64E-02,8.225986,5434.31,GLS,glutaminase
617,6.29E-02,1.64E-02,8.22564,1369.17,BCS1L,"BCS1 homolog, ubiquinol-cytochrome c reductase complex chaperone"
83850,6.30E-02,1.64E-02,8.224175,339.94,ESYT3,extended synaptotagmin 3
105369372,6.30E-02,1.64E-02,8.223789,12.82,LOC105369372,
1879,6.30E-02,1.64E-02,8.222801,866.56,EBF1,EBF transcription factor 1
100500851,6.30E-02,1.64E-02,8.220985,21.36,MIR3918,microRNA 3918
107986083,6.30E-02,1.64E-02,8.22025,75.3,LOC107986083,
92609,6.30E-02,1.64E-02,8.220469,1758.36,TIMM50,translocase of inner mitochondrial membrane 50
64081,6.32E-02,1.64E-02,8.215551,2933.52,PBLD,phenazine biosynthesis like protein domain containing
100287944,6.32E-02,1.65E-02,8.214306,20.88,LOC100287944,uncharacterized LOC100287944
4016,6.33E-02,1.65E-02,8.212406,796.84,LOXL1,lysyl oxidase like 1
54708,6.33E-02,1.65E-02,8.210692,1305.54,MARCHF5,membrane associated ring-CH-type finger 5
101929335,6.33E-02,1.65E-02,8.210135,863.07,ADAMTS9-AS1,ADAMTS9 antisense RNA 1
79809,6.33E-02,1.65E-02,8.209353,1157.35,TTC21B,tetratricopeptide repeat domain 21B
54905,6.34E-02,1.65E-02,8.205842,69.04,CYP2W1,cytochrome P450 family 2 subfamily W member 1
105379252,6.35E-02,1.65E-02,8.203303,121.92,LOC105379252,family with sequence similarity 95 member B1-like
392636,6.35E-02,1.66E-02,8.20262,135.55,AGMO,alkylglycerol monooxygenase
7058,6.36E-02,1.66E-02,8.199995,5666.45,THBS2,thrombospondin 2
9183,6.37E-02,1.66E-02,8.19746,967.55,ZW10,zw10 kinetochore protein
50650,6.37E-02,1.66E-02,8.196968,1621.5,ARHGEF3,Rho guanine nucleotide exchange factor 3
285440,6.37E-02,1.66E-02,8.196472,2258.14,CYP4V2,cytochrome P450 family 4 subfamily V member 2
110806280,6.37E-02,1.66E-02,8.195633,22.81,CCDC194,coiled-coil domain containing 194
51557,6.38E-02,1.66E-02,8.19149,191.27,LGSN,"lengsin, lens protein with glutamine synthetase domain"
6967,6.39E-02,1.67E-02,8.188273,55.66,TRGC2,T cell receptor gamma constant 2
1632,6.39E-02,1.67E-02,8.188065,1659.7,ECI1,enoyl-CoA delta isomerase 1
80305,6.39E-02,1.67E-02,8.187433,2695.42,TRABD,TraB domain containing
54832,6.39E-02,1.67E-02,8.187032,4241.84,VPS13C,vacuolar protein sorting 13 homolog C
105373623,6.39E-02,1.67E-02,8.186469,12.53,LOC105373623,
23207,6.40E-02,1.67E-02,8.184549,3909.21,PLEKHM2,pleckstrin homology and RUN domain containing M2
4604,6.40E-02,1.67E-02,8.184538,36.28,MYBPC1,myosin binding protein C1
93624,6.40E-02,1.67E-02,8.182625,1753.95,TADA2B,transcriptional adaptor 2B
6390,6.40E-02,1.67E-02,8.181162,4229.48,SDHB,succinate dehydrogenase complex iron sulfur subunit B
6293,6.41E-02,1.67E-02,8.180457,3071.01,VPS52,VPS52 subunit of GARP complex
440895,6.42E-02,1.68E-02,8.17618,18.85,LOC440895,two pore channel 3 pseudogene
102724450,6.42E-02,1.68E-02,8.174656,26.26,RNF207-AS1,RNF207 antisense RNA 1
8996,6.42E-02,1.68E-02,8.173731,1291.47,NOL3,nucleolar protein 3
5636,6.43E-02,1.68E-02,8.172798,1180.73,PRPSAP2,phosphoribosyl pyrophosphate synthetase associated protein 2
10463,6.43E-02,1.68E-02,8.170383,3858.89,SLC30A9,solute carrier family 30 member 9
1386,6.44E-02,1.68E-02,8.168254,2157.96,ATF2,activating transcription factor 2
55915,6.44E-02,1.68E-02,8.167394,1073.67,LANCL2,LanC like glutathione S-transferase 2
101927793,6.44E-02,1.69E-02,8.16635,85.16,LOC101927793,uncharacterized LOC101927793
8445,6.44E-02,1.69E-02,8.165593,4163.26,DYRK2,dual specificity tyrosine phosphorylation regulated kinase 2
9230,6.46E-02,1.69E-02,8.161544,3763.98,RAB11B,"RAB11B, member RAS oncogene family"
107984849,6.46E-02,1.69E-02,8.16012,86,LOC107984849,replaced by ID 100288069
105371693,6.46E-02,1.69E-02,8.160084,12.64,LOC105371693,uncharacterized LOC105371693
54762,6.46E-02,1.69E-02,8.159222,711.07,GRAMD1C,GRAM domain containing 1C
57715,6.47E-02,1.69E-02,8.156535,4034.4,SEMA4G,semaphorin 4G
127733,6.47E-02,1.70E-02,8.15428,1324.14,UBXN10,UBX domain protein 10
3852,6.47E-02,1.70E-02,8.153999,17.25,KRT5,keratin 5
374920,6.49E-02,1.70E-02,8.150116,674.05,ZSWIM9,zinc finger SWIM-type containing 9
596,6.49E-02,1.70E-02,8.148942,1514.01,BCL2,BCL2 apoptosis regulator
86,6.49E-02,1.70E-02,8.148193,1786.62,ACTL6A,actin like 6A
10914,6.49E-02,1.70E-02,8.148482,9529.41,PAPOLA,poly(A) polymerase alpha
3222,6.49E-02,1.70E-02,8.146145,92.14,HOXC5,homeobox C5
23438,6.50E-02,1.70E-02,8.144038,2022.39,HARS2,"histidyl-tRNA synthetase 2, mitochondrial"
