Gene Symbol,Description,Category,Uniprot ID,Gifts,GC Id,Relevance score, GeneCards Link
"IFNE","Interferon Epsilon","Protein Coding","Q86WN2","41","GC09M021480","2.4748477935791","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IFNE"
"CD300A","CD300a Molecule","Protein Coding","Q9UGN4","44","GC17P074466","2.47388434410095","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD300A"
"HAUS3","HAUS Augmin Like Complex Subunit 3","Protein Coding","Q68CZ6","37","GC04M002227","2.47304630279541","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HAUS3"
"USP13","Ubiquitin Specific Peptidase 13","Protein Coding","Q92995","50","GC03P179654","2.46429800987244","https://www.genecards.org/cgi-bin/carddisp.pl?gene=USP13"
"TMBIM4","Transmembrane BAX Inhibitor Motif Containing 4","Protein Coding","Q9HC24","42","GC12M066135","2.46319127082825","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMBIM4"
"ATP6V0D2","ATPase H+ Transporting V0 Subunit D2","Protein Coding","Q8N8Y2","40","GC08P085987","2.46181058883667","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP6V0D2"
"BDH2","3-Hydroxybutyrate Dehydrogenase 2","Protein Coding","Q9BUT1","44","GC04M103077","2.45979928970337","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BDH2"
"SNAP91","Synaptosome Associated Protein 91","Protein Coding","O60641","51","GC06M094602","2.45970010757446","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNAP91"
"NRBF2","Nuclear Receptor Binding Factor 2","Protein Coding","Q96F24","40","GC10P063133","2.45849251747131","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NRBF2"
"SERTAD1","SERTA Domain Containing 1","Protein Coding","Q9UHV2","43","GC19M040421","2.45772480964661","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SERTAD1"
"LPAR5","Lysophosphatidic Acid Receptor 5","Protein Coding","Q9H1C0","42","GC12M006618","2.45641851425171","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LPAR5"
"RASGRP4","RAS Guanyl Releasing Protein 4","Protein Coding","Q8TDF6","46","GC19M038409","2.45540976524353","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RASGRP4"
"TFPT","TCF3 Fusion Partner","Protein Coding","P0C1Z6","43","GC19M054107","2.45375037193298","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TFPT"
"UBASH3B","Ubiquitin Associated And SH3 Domain Containing B","Protein Coding","Q8TF42","50","GC11P122655","2.45157718658447","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBASH3B"
"BTN3A2","Butyrophilin Subfamily 3 Member A2","Protein Coding","P78410","44","GC06P026365","2.45050382614136","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BTN3A2"
"CACNB3","Calcium Voltage-Gated Channel Auxiliary Subunit Beta 3","Protein Coding","P54284","48","GC12P048813","2.44642424583435","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CACNB3"
"USP33","Ubiquitin Specific Peptidase 33","Protein Coding","Q8TEY7","43","GC01M077695","2.44467520713806","https://www.genecards.org/cgi-bin/carddisp.pl?gene=USP33"
"CLEC1A","C-Type Lectin Domain Family 1 Member A","Protein Coding","Q8NC01","48","GC12M029492","2.44406747817993","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLEC1A"
"MTFP1","Mitochondrial Fission Process 1","Protein Coding","Q9UDX5","40","GC22P070326","2.44268774986267","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MTFP1"
"BAG4","BAG Cochaperone 4","Protein Coding","O95429","43","GC08P038176","2.44079065322876","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BAG4"
"IPO9","Importin 9","Protein Coding","Q96P70","39","GC01P201829","2.43762946128845","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IPO9"
"MIR544A","MicroRNA 544a","RNA Gene","","16","GC14P116776","2.43570446968079","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR544A"
"OIP5","Opa Interacting Protein 5","Protein Coding","O43482","39","GC15M041309","2.43473434448242","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OIP5"
"ATG4A","Autophagy Related 4A Cysteine Peptidase","Protein Coding","Q8WYN0","48","GC0XP108091","2.43361616134644","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATG4A"
"ADRM1","ADRM1 26S Proteasome Ubiquitin Receptor","Protein Coding","Q16186","43","GC20P062302","2.43127250671387","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADRM1"
"CLUH","Clustered Mitochondria Homolog","Protein Coding","O75153","42","GC17M002689","2.43055319786072","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLUH"
"SLC4A7","Solute Carrier Family 4 Member 7","Protein Coding","Q9Y6M7","50","GC03M027372","2.42710041999817","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC4A7"
"MKNK2","MAPK Interacting Serine/Threonine Kinase 2","Protein Coding","Q9HBH9","47","GC19M002037","2.4260938167572","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MKNK2"
"PRKD3","Protein Kinase D3","Protein Coding","O94806","53","GC02M037251","2.42490482330322","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRKD3"
"PPP4C","Protein Phosphatase 4 Catalytic Subunit","Protein Coding","P60510","51","GC16P081576","2.4242537021637","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPP4C"
"KRTAP4-1","Keratin Associated Protein 4-1","Protein Coding","Q9BYQ7","30","GC17M041184","2.42399549484253","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KRTAP4-1"
"MSC-AS1","MSC Antisense RNA 1","RNA Gene","","19","GC08P071828","2.4226496219635","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MSC-AS1"
"TRP-TGG3-1","TRNA-Pro (Anticodon TGG) 3-1","RNA Gene","","10","GC05M182616","2.4133837223053","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRP-TGG3-1"
"TRX-CAT1-2","TRNA-IMet (Anticodon CAT) 1-2","RNA Gene","","11","GC06P144491","2.41254472732544","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRX-CAT1-2"
"THOP1","Thimet Oligopeptidase 1","Protein Coding","P52888","46","GC19P002785","2.41154217720032","https://www.genecards.org/cgi-bin/carddisp.pl?gene=THOP1"
"TXNDC9","Thioredoxin Domain Containing 9","Protein Coding","O14530","45","GC02M100903","2.40977048873901","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TXNDC9"
"SLC22A16","Solute Carrier Family 22 Member 16","Protein Coding","Q86VW1","45","GC06M110424","2.40954804420471","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC22A16"
"SLC47A2","Solute Carrier Family 47 Member 2","Protein Coding","Q86VL8","44","GC17M019678","2.40873098373413","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC47A2"
"TRS-TGA2-1","TRNA-Ser (Anticodon TGA) 2-1","RNA Gene","","8","GC06P134632","2.40770316123962","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRS-TGA2-1"
"LRRFIP1","LRR Binding FLII Interacting Protein 1","Protein Coding","Q32MZ4","45","GC02P237627","2.40729355812073","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LRRFIP1"
"TMX1","Thioredoxin Related Transmembrane Protein 1","Protein Coding","Q9H3N1","40","GC14P051240","2.40486240386963","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMX1"
"MT1M","Metallothionein 1M","Protein Coding","Q8N339","38","GC16P056632","2.40482640266418","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MT1M"
"SERPINA12","Serpin Family A Member 12","Protein Coding","Q8IW75","48","GC14M094487","2.40390539169312","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SERPINA12"
"UFL1","UFM1 Specific Ligase 1","Protein Coding","O94874","43","GC06P096521","2.39971566200256","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UFL1"
"CHRM5","Cholinergic Receptor Muscarinic 5","Protein Coding","P08912","50","GC15P033968","2.39751887321472","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHRM5"
"ENOX2","Ecto-NOX Disulfide-Thiol Exchanger 2","Protein Coding","Q16206","45","GC0XM130623","2.39726901054382","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENOX2"
"SLC17A3","Solute Carrier Family 17 Member 3","Protein Coding","O00476","49","GC06M025833","2.39692068099976","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC17A3"
"VASH1","Vasohibin 1","Protein Coding","Q7L8A9","44","GC14P076761","2.39482426643372","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VASH1"
"MIR384","MicroRNA 384","RNA Gene","","11","GC0XM076919","2.39476776123047","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR384"
"DEDD","Death Effector Domain Containing","Protein Coding","O75618","40","GC01M161120","2.39241790771484","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DEDD"
"C1QTNF3","C1q And TNF Related 3","Protein Coding","Q9BXJ4","43","GC05M034017","2.38956880569458","https://www.genecards.org/cgi-bin/carddisp.pl?gene=C1QTNF3"
"LOC109113863","FGF2 Promoter Region","Functional Element","","3","GC04P123059","2.38944339752197","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC109113863"
"FILIP1L","Filamin A Interacting Protein 1 Like","Protein Coding","Q4L180","43","GC03M099830","2.38809251785278","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FILIP1L"
"TRK-TTT3-5","TRNA-Lys (Anticodon TTT) 3-5","RNA Gene","","10","GC17P111209","2.3847873210907","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRK-TTT3-5"
"SRXN1","Sulfiredoxin 1","Protein Coding","Q9BYN0","38","GC20M000663","2.3845739364624","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SRXN1"
"SLC16A7","Solute Carrier Family 16 Member 7","Protein Coding","O60669","47","GC12P059596","2.38400173187256","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC16A7"
"LEPROTL1","Leptin Receptor Overlapping Transcript Like 1","Protein Coding","O95214","40","GC08P030095","2.38114881515503","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LEPROTL1"
"TRAM1","Translocation Associated Membrane Protein 1","Protein Coding","Q15629","46","GC08M070573","2.37655711174011","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRAM1"
"MIR3148","MicroRNA 3148","RNA Gene","","11","GC08M029957","2.37552165985107","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR3148"
"ACR","Acrosin","Protein Coding","P10323","48","GC22P050738","2.37058877944946","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACR"
"CPEB4","Cytoplasmic Polyadenylation Element Binding Protein 4","Protein Coding","Q17RY0","45","GC05P173888","2.36961007118225","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CPEB4"
"CLTB","Clathrin Light Chain B","Protein Coding","P09497","47","GC05M176392","2.36909246444702","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLTB"
"LOC110351180","IBSP 5' Regulatory Region","Functional Element","","2","GC04P087794","2.36643886566162","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC110351180"
"LOC111255642","TNFRSF10B 5' Regulatory Region","Functional Element","","2","GC08P024305","2.36459612846375","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC111255642"
"RNF144A","Ring Finger Protein 144A","Protein Coding","P50876","42","GC02P006917","2.36458396911621","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNF144A"
"MGST2","Microsomal Glutathione S-Transferase 2","Protein Coding","Q99735","49","GC04P139665","2.35574626922607","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MGST2"
"RAPGEF3","Rap Guanine Nucleotide Exchange Factor 3","Protein Coding","O95398","50","GC12M047736","2.35460424423218","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAPGEF3"
"SLC24A3","Solute Carrier Family 24 Member 3","Protein Coding","Q9HC58","47","GC20P019212","2.35372853279114","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC24A3"
"TIGIT","T Cell Immunoreceptor With Ig And ITIM Domains","Protein Coding","Q495A1","48","GC03P114276","2.34934997558594","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TIGIT"
"CAMK1","Calcium/Calmodulin Dependent Protein Kinase I","Protein Coding","Q14012","45","GC03M009774","2.34923338890076","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CAMK1"
"TAS1R3","Taste 1 Receptor Member 3","Protein Coding","Q7RTX0","44","GC01P001331","2.34849977493286","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TAS1R3"
"LOC110599585","CYP2E1 5' Regulatory Region","Functional Element","","2","GC10P133523","2.34842562675476","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC110599585"
"GSDMD","Gasdermin D","Protein Coding","P57764","46","GC08P143553","2.34710597991943","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GSDMD"
"PPP6R3","Protein Phosphatase 6 Regulatory Subunit 3","Protein Coding","Q5H9R7","43","GC11P068460","2.34570741653442","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPP6R3"
"MIR4284","MicroRNA 4284","RNA Gene","","15","GC07P073711","2.34412312507629","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR4284"
"MAGI2-AS3","MAGI2 Antisense RNA 3","RNA Gene","","24","GC07P079452","2.34333753585815","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAGI2-AS3"
"MIR4443","MicroRNA 4443","RNA Gene","","12","GC03P057563","2.34203863143921","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR4443"
"MIR365B","MicroRNA 365b","RNA Gene","","15","GC17P111864","2.34136390686035","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR365B"
"PXK","PX Domain Containing Serine/Threonine Kinase Like","Protein Coding","Q7Z7A4","47","GC03P059063","2.33950901031494","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PXK"
"ETNK1","Ethanolamine Kinase 1","Protein Coding","Q9HBU6","47","GC12P022625","2.33733892440796","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ETNK1"
"MYL12A","Myosin Light Chain 12A","Protein Coding","P19105","47","GC18P003238","2.33699679374695","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYL12A"
"ZNF267","Zinc Finger Protein 267","Protein Coding","Q14586","38","GC16P081830","2.33183407783508","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF267"
"RRP15","Ribosomal RNA Processing 15 Homolog","Protein Coding","Q9Y3B9","40","GC01P218285","2.3287889957428","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RRP15"
"TPPP3","Tubulin Polymerization Promoting Protein Family Member 3","Protein Coding","Q9BW30","45","GC16M067389","2.32849669456482","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TPPP3"
"SNORA1","Small Nucleolar RNA, H/ACA Box 1","RNA Gene","","23","GC11M126054","2.32241797447205","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNORA1"
"RNF146","Ring Finger Protein 146","Protein Coding","Q9NTX7","46","GC06P127266","2.3223876953125","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNF146"
"SFXN1","Sideroflexin 1","Protein Coding","Q9H9B4","46","GC05P175477","2.31868124008179","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SFXN1"
"UGT2B10","UDP Glucuronosyltransferase Family 2 Member B10","Protein Coding","P36537","47","GC04P068816","2.31852746009827","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UGT2B10"
"HSD17B7","Hydroxysteroid 17-Beta Dehydrogenase 7","Protein Coding","P56937","50","GC01P162790","2.31816077232361","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSD17B7"
"ANKRD12","Ankyrin Repeat Domain 12","Protein Coding","Q6UB98","38","GC18P009136","2.31807661056519","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ANKRD12"
"HMBOX1","Homeobox Containing 1","Protein Coding","Q6NT76","40","GC08P028890","2.31609272956848","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HMBOX1"
"MIR761","MicroRNA 761","RNA Gene","","12","GC01M051836","2.31448483467102","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR761"
"RRAD","RRAD, Ras Related Glycolysis Inhibitor And Calcium Channel Regulator","Protein Coding","P55042","46","GC16M067483","2.31330347061157","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RRAD"
"SIGLEC8","Sialic Acid Binding Ig Like Lectin 8","Protein Coding","Q9NYZ4","49","GC19M051450","2.31265783309937","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SIGLEC8"
"ITGB3BP","Integrin Subunit Beta 3 Binding Protein","Protein Coding","Q13352","47","GC01M063440","2.30968713760376","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITGB3BP"
"CXorf38","Chromosome X Open Reading Frame 38","Protein Coding","Q8TB03","37","GC0XM040626","2.30953598022461","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CXorf38"
"SNORA4","Small Nucleolar RNA, H/ACA Box 4","RNA Gene","","21","GC03P187621","2.3009877204895","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNORA4"
"MYLK-AS1","MYLK Antisense RNA 1","RNA Gene","","23","GC03P123600","2.2981173992157","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYLK-AS1"
"RAB26","RAB26, Member RAS Oncogene Family","Protein Coding","Q9ULW5","44","GC16P080436","2.29643964767456","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAB26"
"PART1","Prostate Androgen-Regulated Transcript 1","RNA Gene","","27","GC05P060486","2.29604840278625","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PART1"
"DGKG","Diacylglycerol Kinase Gamma","Protein Coding","P49619","46","GC03M186105","2.29547929763794","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DGKG"
"ILKAP","ILK Associated Serine/Threonine Phosphatase","Protein Coding","Q9H0C8","44","GC02M238170","2.29214525222778","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ILKAP"
"TNIP2","TNFAIP3 Interacting Protein 2","Protein Coding","Q8NFZ5","46","GC04M002741","2.28952717781067","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNIP2"
"AKR1E2","Aldo-Keto Reductase Family 1 Member E2","Protein Coding","Q96JD6","43","GC10P004786","2.28835678100586","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AKR1E2"
"MIR1290","MicroRNA 1290","RNA Gene","","15","GC01M018897","2.28812146186829","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR1290"
"SLC30A1","Solute Carrier Family 30 Member 1","Protein Coding","Q9Y6M5","48","GC01M211571","2.28742957115173","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC30A1"
"PPFIA3","PTPRF Interacting Protein Alpha 3","Protein Coding","O75145","44","GC19P049119","2.2863597869873","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPFIA3"
"CHAC1","ChaC Glutathione Specific Gamma-Glutamylcyclotransferase 1","Protein Coding","Q9BUX1","41","GC15P040952","2.2849018573761","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHAC1"
"CADM4","Cell Adhesion Molecule 4","Protein Coding","Q8NFZ8","44","GC19M043622","2.27975153923035","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CADM4"
"APOF","Apolipoprotein F","Protein Coding","Q13790","41","GC12M059276","2.27658128738403","https://www.genecards.org/cgi-bin/carddisp.pl?gene=APOF"
"EEF2K","Eukaryotic Elongation Factor 2 Kinase","Protein Coding","O00418","54","GC16P081129","2.27274394035339","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EEF2K"
"SMPD3","Sphingomyelin Phosphodiesterase 3","Protein Coding","Q9NY59","49","GC16M068358","2.27218079566956","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMPD3"
"MUC8","Mucin 8","Protein Coding","","15","GC12M132472","2.26951622962952","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MUC8"
"RAD21L1","RAD21 Cohesin Complex Component Like 1","Protein Coding","Q9H4I0","37","GC20P001226","2.26483106613159","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAD21L1"
"HPCAL1","Hippocalcin Like 1","Protein Coding","P37235","44","GC02P010302","2.26425552368164","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HPCAL1"
"ZBTB38","Zinc Finger And BTB Domain Containing 38","Protein Coding","Q8NAP3","44","GC03P141324","2.26389312744141","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZBTB38"
"TPBG","Trophoblast Glycoprotein","Protein Coding","Q13641","50","GC06P135532","2.26204538345337","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TPBG"
"KIF15","Kinesin Family Member 15","Protein Coding","Q9NS87","46","GC03P057364","2.26178121566772","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KIF15"
"UBE2M","Ubiquitin Conjugating Enzyme E2 M","Protein Coding","P61081","44","GC19M058555","2.25874924659729","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBE2M"
"TNFAIP8L1","TNF Alpha Induced Protein 8 Like 1","Protein Coding","Q8WVP5","36","GC19P004639","2.2527232170105","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNFAIP8L1"
"GPX8","Glutathione Peroxidase 8 (Putative)","Protein Coding","Q8TED1","47","GC05P055160","2.25056076049805","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GPX8"
"SNORA10","Small Nucleolar RNA, H/ACA Box 10","RNA Gene","","16","GC16M020300","2.25028133392334","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNORA10"
"PPIC","Peptidylprolyl Isomerase C","Protein Coding","P45877","49","GC05M123023","2.24900436401367","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPIC"
"NABP2","Nucleic Acid Binding Protein 2","Protein Coding","Q9BQ15","39","GC12P060625","2.2454993724823","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NABP2"
"RANBP3","RAN Binding Protein 3","Protein Coding","Q9H6Z4","46","GC19M005916","2.24362540245056","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RANBP3"
"MIR3195","MicroRNA 3195","RNA Gene","","16","GC20P062064","2.2426061630249","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR3195"
"LACRT","Lacritin","Protein Coding","Q9GZZ8","41","GC12M055970","2.24007987976074","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LACRT"
"NMT1","N-Myristoyltransferase 1","Protein Coding","P30419","50","GC17P112400","2.23876237869263","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NMT1"
"GLRA3","Glycine Receptor Alpha 3","Protein Coding","O75311","47","GC04M174636","2.23804593086243","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GLRA3"
"PAX8-AS1","PAX8 Antisense RNA 1","RNA Gene","","24","GC02P143689","2.23777842521667","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PAX8-AS1"
"KNDC1","Kinase Non-Catalytic C-Lobe Domain Containing 1","Protein Coding","Q76NI1","40","GC10P133161","2.23571395874023","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KNDC1"
"RDH13","Retinol Dehydrogenase 13","Protein Coding","Q8NBN7","47","GC19M055039","2.23564338684082","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RDH13"
"RDH8","Retinol Dehydrogenase 8","Protein Coding","Q9NYR8","46","GC19P112281","2.23342514038086","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RDH8"
"MCUR1","Mitochondrial Calcium Uniporter Regulator 1","Protein Coding","Q96AQ8","43","GC06M013788","2.22976136207581","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MCUR1"
"FLVCR1-DT","FLVCR1 Divergent Transcript","RNA Gene","Q8TAF5","19","GC01M212856","2.22892546653748","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FLVCR1-DT"
"PIP4K2C","Phosphatidylinositol-5-Phosphate 4-Kinase Type 2 Gamma","Protein Coding","Q8TBX8","48","GC12P057591","2.22470664978027","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIP4K2C"
"LINC01089","Long Intergenic Non-Protein Coding RNA 1089","RNA Gene","","23","GC12M123636","2.2201292514801","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC01089"
"IQGAP2","IQ Motif Containing GTPase Activating Protein 2","Protein Coding","Q13576","48","GC05P076403","2.21747303009033","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IQGAP2"
"PTPMT1","Protein Tyrosine Phosphatase Mitochondrial 1","Protein Coding","Q8WUK0","46","GC11P047792","2.21650218963623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTPMT1"
"SYCP1","Synaptonemal Complex Protein 1","Protein Coding","Q15431","44","GC01P114854","2.21571111679077","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SYCP1"
"NPY4R","Neuropeptide Y Receptor Y4","Protein Coding","P50391","47","GC10M046461","2.21541714668274","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NPY4R"
"SLC25A28","Solute Carrier Family 25 Member 28","Protein Coding","Q96A46","45","GC10M099610","2.21386528015137","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC25A28"
"ORAI2","ORAI Calcium Release-Activated Calcium Modulator 2","Protein Coding","Q96SN7","46","GC07P102433","2.21279835700989","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ORAI2"
"SERPINA11","Serpin Family A Member 11","Protein Coding","Q86U17","44","GC14M094442","2.21152257919312","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SERPINA11"
"NAPRT","Nicotinate Phosphoribosyltransferase","Protein Coding","Q6XQN6","46","GC08M143578","2.21138763427734","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NAPRT"
"CACUL1","CDK2 Associated Cullin Domain 1","Protein Coding","Q86Y37","39","GC10M118674","2.21074032783508","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CACUL1"
"TMPRSS11D","Transmembrane Serine Protease 11D","Protein Coding","O60235","47","GC04M067820","2.20726203918457","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMPRSS11D"
"ACAD10","Acyl-CoA Dehydrogenase Family Member 10","Protein Coding","Q6JQN1","44","GC12P111686","2.20595097541809","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACAD10"
"SLIRP","SRA Stem-Loop Interacting RNA Binding Protein","Protein Coding","Q9GZT3","45","GC14P077708","2.19896149635315","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLIRP"
"RAB6C","RAB6C, Member RAS Oncogene Family","Protein Coding","Q9H0N0","38","GC02P129979","2.19833540916443","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAB6C"
"KRT80","Keratin 80","Protein Coding","Q6KB66","39","GC12M052168","2.1944432258606","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KRT80"
"TMT1A","Thiol Methyltransferase 1A","Protein Coding","Q9H8H3","40","GC12P050923","2.19268894195557","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMT1A"
"CDCA2","Cell Division Cycle Associated 2","Protein Coding","Q69YH5","44","GC08P025458","2.19087672233582","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDCA2"
"FAM167A","Family With Sequence Similarity 167 Member A","Protein Coding","Q96KS9","45","GC08M011421","2.18273067474365","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FAM167A"
"MIR4500","MicroRNA 4500","RNA Gene","","12","GC13M087618","2.18102836608887","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR4500"
"VPS9D1-AS1","VPS9D1 Antisense RNA 1","RNA Gene","","20","GC16P089711","2.18063545227051","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VPS9D1-AS1"
